ID,Birth date,Birth place,Highschool graduation date,Highschool,Studies level,Degree,ESB entry date,Bac type,Current class,Semester 1 class,Degree level,Gender,Nationality,Class level,Previous class,Previous year result,Highschool graduation grade,Final score,Region
ID2229,2002,Tunis,2022,Lycee Nabeul,0.0,LBC,2022,Bac Math,3-LBC-BI-1,3-LBC-BI-1,3,M,TUNISIENNE,3,2-LBC-BI-1,Admis(e),10.44,-1.0,Nabeul
ID2230,1992,Kairouan,2011,Lycee Ali Belahouane Nabeul,0.0,LBC,2024,Bac Math,1-LBC-8,1-LBC-8,1,F,TUNISIENNE,1,External,Admis(e),11.76,-1.0,Nabeul
ID2231,1999,Gafsa,2018,Lycee Gafsa,3.0,BA,2023,Bac Sciences,2-BA-4,2-BA-4,2,M,TUNISIENNE,5,1-BA-4,Admis(e) - Bien,12.08,-1.0,Gafsa
ID2232,1998,El Battane Manouba,2017,Lycee El Battane,3.0,LSG,2023,Bac Math,2-GAMMA-1,2-GAMMA-1,2,F,TUNISIENNE,5,1-GAMMA-1,Admis(e) - Bien,11.07,-1.0,La Manouba
ID2233,1998,Tunis,2017,Lycee La Manouba,3.0,MKD,2021,Bac Math,1-MKD-1,1-MKD-1,1,M,TUNISIENNE,4,External,Admis(e),13.48,-1.0,La Manouba
ID2234,2004,Kairouan,2024,Lycee 2 Mars 1934 Deguech Tozeur,0.0,LBC,2024,Bac Sciences,1-LBC-11,1-LBC-11,1,M,TUNISIENNE,1,External,Admis(e),10.04,-1.0,Tozeur
ID2235,2002,Marsa,2022,Lycee Ideale,0.0,LBC,2022,Bac Economie,3LBC-BIS-6,3LBC-BIS-6,3,M,TUNISIENNE,3,2-LBC-BIS4,Admis(e),10.0,-1.0,Tunis
ID2236,2001,Gafsa,2021,Lycee 02 Mars Degueche,3.0,BA,2024,Bac Economie,1-BA-5,1-BA-5,1,F,TUNISIENNE,4,External,Admis(e),9.41,-1.0,Tozeur
ID2237,2000,Tunis,2019,Lycee Beni Khalled,3.0,MDSI,2024,Bac Economie,1-MDSI-2,1-MDSI-2,1,F,TUNISIENNE,4,External,Admis(e),11.9,-1.0,Nabeul
ID2238,2003,Tunis,2023,Lycee Manzah 9,0.0,LSG,2024,Bac Economie,1-LSG-6,1-LSG-6,1,M,TUNISIENNE,1,External,Admis(e),10.31,-1.0,Ariana
ID2239,2004,Tunis,2023,Lycee Abou Kacem Chebbi Medjez El Beb,0.0,LBC,2024,Bac Technique,1-LBC-3,1-LBC-3,1,F,TUNISIENNE,1,External,Admis(e),15.25,-1.0,Béja
ID2240,2005,Tunis,2024,Lycee Apollo Private School Rades,0.0,LSG,2024,Bac Economie,1-LSG-2,1-LSG-2,1,F,TUNISIENNE,1,External,Admis(e),10.6,-1.0,Ben Arous
ID2241,2000,Le Kef,2019,Lycee Pilote Le Kef,3.0,BA,2023,Bac Sciences,2-BA-6,2-BA-6,2,F,TUNISIENNE,5,1-BA-6,Admis(e) - Bien,12.05,-1.0,Tunis
ID2242,2000,Tunis,2020,Lycee Tunis,3.0,MDSI,2023,Bac Economie,2-MDSI-3,2-MDSI-3,2,F,TUNISIENNE,5,1-MDSI-3,Admis(e),10.61,-1.0,Tunis
ID2243,2002,Tunis,2021,Lycee Tunis,0.0,LBC,2023,Bac Sciences,2-LBC-6,2-LBC-6,2,F,TUNISIENNE,2,1-LBC-15,Admis(e) - Bien,12.98,-1.0,Tunis
ID2244,2004,Tunis,2024,Lyceesecondaire Les Peres Blanc,0.0,LSG,2024,Bac Economie,1-LSG-7,1-LSG-7,1,M,TUNISIENNE,1,External,Admis(e),10.28,-1.0,Ariana
ID2245,2001,Nabeul,2021,Lycee Nabeul,3.0,MDSI,2021,Bac Economie,1-MDSI-3,1-MDSI-3,1,F,TUNISIENNE,4,3-LBC-BI-2,Admis(e) - Bien,11.0,-1.0,Nabeul
ID2246,2004,Menzah6,2024,Lycee Menzah 6,0.0,LSG,2024,Bac Economie,1-LSG-4,1-LSG-4,1,M,TUNISIENNE,1,External,Admis(e),9.52,-1.0,Ariana
ID2247,2000,Tunis,2019,Lycee Nouvelle Medina,3.0,CCA,2024,Bac Economie,1-MCCA-1,1-MCCA-1,4,F,TUNISIENNE,4,External,Admis(e),12.16,-1.0,Ben Arous
ID2248,2003,Tunis Marsa,2023,Lycee Manzah 6,0.0,LBC,2023,Bac Economie,2-LBC-5,2-LBC-5,2,M,TUNISIENNE,2,1-LBC-8,Admis(e) - Missing credits,9.49,-1.0,Ariana
ID2249,2003,Tunis,2023,Lycee Ben Arous,0.0,LBC,2023,Bac Math,2-LBC-11,2-LBC-11,2,F,TUNISIENNE,2,1-LBC-1,Admis(e) - Bien,10.28,-1.0,Ben Arous
ID2250,2001,Ariana,2020,Lycee Bait Alhekma Menzah 5,1.0,LMAD,2024,Bac Sciences,3-LMAD-1,3-LMAD-1,3,F,TUNISIENNE,3,2-LMAD-1,Admis(e),10.42,-1.0,Ariana
ID2251,2002,Bizerte,2021,Lycee Bizerte,0.0,LSG,2021,Bac Sciences,3-LSG-3,3-LSG-3,3,M,TUNISIENNE,3,2-LSG-3,Admis(e) - Bien,12.83,-1.0,Bizerte
ID2252,2003,Tunis,2023,Lycee Nouvelle Medina,0.0,LBC,2023,Bac Informatique,2-LBC-6,2-LBC-6,2,M,TUNISIENNE,2,1-LBC-9,Admis(e) - Passable,11.09,-1.0,Ben Arous
ID2253,2003,Tunis,2023,Lycee Khair Eddine Ariana,0.0,LSG,2023,Bac Sciences,2-LSC-2,2-LSC-2,2,F,TUNISIENNE,2,1-LSG-3,Admis(e) - Bien,10.2,-1.0,Ariana
ID2254,2003,Tunis,2022,Lycee Tunis,0.0,LBC,2022,Bac Economie,2-LBC-12,2-LBC-12,2,F,TUNISIENNE,2,1-LBC-2,Admis(e),10.03,-1.0,Tunis
ID2255,2000,Bizerte,2019,Lycee Bizerte,0.0,MDSI,2023,Bac Economie,2-MDSI-1,2-MDSI-1,2,M,TUNISIENNE,5,1DSI-AS2-1,Admis(e),10.41,65.63,Bizerte
ID2256,2004,Sfax,2023,Lycee Mohamed Ali Sfax,0.0,LSG,2024,Bac Sciences,1-LSG-7,1-LSG-7,1,F,TUNISIENNE,1,External,Admis(e),11.26,-1.0,Sfax
ID2257,2003,Sfax,2022,Lycee Sfax,0.0,LBC,2022,Bac Math,3-LBC-BI-4,3-LBC-BI-4,3,F,TUNISIENNE,3,2-LBC-BI-1,Admis(e) - Bien,10.42,-1.0,Sfax
ID2258,2004,Tunis,2023,Lycee Tunis,0.0,LBC,2023,Bac Economie,1-LBC-4,1-LBC-4,1,M,TUNISIENNE,1,1-LBC-12,Redouble,10.41,-1.0,Tunis
ID2259,2002,Tunis,2023,Lycee Bizert,0.0,LBC,2023,Bac Economie,2-LBC-3,2-LBC-3,2,M,TUNISIENNE,2,1-LBC-6,Admis(e) - Missing credits,10.2,-1.0,Bizerte
ID2260,2002,Ezzahra,2023,Lycee Privé Amal,0.0,LBC,2023,Bac Economie,2-LBC-9,2-LBC-9,2,F,TUNISIENNE,2,1-LBC-12,Admis(e) - Missing credits,9.15,-1.0,Ben Arous
ID2261,2003,Tunis,2021,Lycee Ibn Abi Dhief Mannouba,3.0,BA,2024,Bac Technique,1-BA-7,1-BA-7,4,M,TUNISIENNE,4,External,Admis(e),12.0,-1.0,La Manouba
ID2262,2000,Tunis,2019,Lycee Pere Blanc,3.0,MKD,2023,Bac Math,2-MKD-2,2-MKD-2,2,M,TUNISIENNE,5,1-MKD-2,Admis(e) - Bien,13.21,-1.0,Tunis
ID2263,1999,Tunis,2021,Lycee Menzah 6,3.0,FIND,2021,Bac Technique,1-FIND-1,1-FIND-1,1,M,TUNISIENNE,4,3-LSG-3,Admis(e),10.0,-1.0,Tunis
ID2264,2004,Tunis,2024,Lycee Kheirredine Pacha Ariana,0.0,LBC,2024,Bac Economie,1-LBC-13,1-LBC-13,1,M,TUNISIENNE,1,External,Admis(e),11.23,-1.0,Ariana
ID2265,2002,Nabeul,2023,Lycee Nabeul,0.0,LBC,2023,Bac Sciences,2-LBC-7,2-LBC-7,2,F,TUNISIENNE,2,1-LBC-12,Admis(e) - Missing credits,9.91,-1.0,Nabeul
ID2266,2000,Tunis,2021,Lycee Ennaser,3.0,MKD,2021,Bac Economie,1-MKD-1,1-MKD-1,1,F,TUNISIENNE,4,3-LSG-2,Admis(e) - Bien,10.0,-1.0,Tunis
ID2267,2003,Tunis,2022,Lycee Ariana,0.0,LBC,2022,Bac Economie,2-LBC-4,2-LBC-4,2,M,TUNISIENNE,2,1-LBC-7,Admis(e) - Missing credits,12.54,-1.0,Ariana
ID2268,2001,Kasserine,2021,Lycee Ariana,0.0,LSG,2021,Bac Economie,3-LSG-1,3-LSG-1,3,M,TUNISIENNE,3,2-LSG-6,Admis(e) - Passable,12.23,-1.0,Ariana
ID2269,2002,Khafji,2022,Lycee El Alia,0.0,LSG,2022,Bac Math,3-LSG-3,3-LSG-3,3,M,TUNISIENNE,3,2-LSG-3,Admis(e) - Passable,10.0,-1.0,Tunis
ID2270,2004,Mednine,2023,Lycee Technique Mednine,0.0,LBC,2024,Bac Informatique,1-LBC-6,1-LBC-6,1,M,TUNISIENNE,1,External,Admis(e),14.21,-1.0,Médenine
ID2271,2003,La Marsa,2022,Lycee La Marsa,0.0,LBC,2023,Bac Sciences,2-LBC-9,2-LBC-9,2,F,TUNISIENNE,2,1-LBC-12,Admis(e) - Bien,13.89,-1.0,Tunis
ID2272,2003,Ezzahra,2022,Lycee Ibn Mandhour Nouvelle Medina,0.0,LBC,2023,Bac Math,2-LBC-9,2-LBC-9,2,M,TUNISIENNE,2,1-LBC-12,Admis(e) - Bien,10.9,-1.0,Ben Arous
ID2273,2003,Gabes,2022,Lycee Metouia,0.0,LBC,2022,Bac Sciences,3LBC-BIS-1,3LBC-BIS-1,3,M,TUNISIENNE,3,2-LBC-BIS1,Admis(e),10.53,-1.0,Gabès
ID2274,2004,Tunis,2022,Lycee Ibn Abi Dhief La Manouba,0.0,LBC,2023,Bac Sciences,2-LBC-3,2-LBC-3,2,M,TUNISIENNE,2,1-LBC-6,Admis(e) - Bien,11.67,-1.0,La Manouba
ID2275,2003,Kebili,2022,Lycee Douz,0.0,LBC,2022,Bac Economie,3LBC-BIS-4,3LBC-BIS-4,3,M,TUNISIENNE,3,2-LBC-BIS7,Admis(e) - Passable,11.11,-1.0,Ariana
ID2276,2003,Gafsa,2022,Lycee Pilote Gafsa,0.0,LBC,2022,Bac Sciences,3-LBC-BI-3,3-LBC-BI-3,3,F,TUNISIENNE,3,2-LBC-BI-4,Admis(e) - Passable,14.0,-1.0,Gafsa
ID2277,2002,Gafsa,2021,Lycee Sidi Bouzid,0.0,LBC,2023,Bac Sciences,2-LBC-9,2-LBC-9,2,F,TUNISIENNE,2,1-LBC-12,Admis(e) - Bien,14.55,-1.0,Sidi Bouzid
ID2278,2003,Tunis,2023,Lycee Tunis,0.0,LBC,2023,Bac Economie,2-LBC-2,2-LBC-2,2,M,TUNISIENNE,2,1-LBC-5,Admis(e) - Bien,10.88,-1.0,Ben Arous
ID2279,2003,Rgeub,2022,Lycee Radhia Hadded,0.0,LBC,2023,Bac Sciences,2-LBC-10,2-LBC-10,2,F,TUNISIENNE,2,1-LBC-14,Admis(e) - Passable,10.84,-1.0,Tunis
ID2280,2003,Tunis,2022,Lycee Ibn Khaldoun,0.0,LSG,2023,Bac Economie,2-LSG-5,2-LSG-5,2,F,TUNISIENNE,2,1-LSG-9,Admis(e) - Passable,11.02,-1.0,Tunis
ID2281,2002,Sousse,2021,Lycee Sousse,3.0,MDSI,2021,Bac Sciences,1-MDSI-3,1-MDSI-3,1,F,TUNISIENNE,4,3-LSG-4,Admis(e) - Bien,11.0,-1.0,Sousse
ID2282,2003,Tunis,2022,Lycee Tunis,1.0,LSG,2023,Bac Economie,3-LSG-2,3-LSG-2,3,F,TUNISIENNE,3,2-LSG-2,Admis(e) - Passable,10.46,-1.0,Ariana
ID2283,2003,Tunis,2022,Lycee Tunis,0.0,LBC,2023,Bac Economie,2-LBC-1,2-LBC-1,2,M,TUNISIENNE,2,1-LBC-14,Admis(e) - Passable,12.14,-1.0,Ariana
ID2284,2004,Tunis,2024,Lycee El Wafa,0.0,LSG,2024,Bac Economie,1-LSG-4,1-LSG-4,1,F,TUNISIENNE,1,External,Admis(e),10.04,-1.0,Ariana
ID2285,2001,Tonaret Sidi Daoud,2021,Lycee Al Haouria,3.0,MKD,2024,Bac Economie,1-MKD-1,1-MKD-1,1,M,TUNISIENNE,4,External,Admis(e),11.98,-1.0,Nabeul
ID2286,2005,Le Kef,2024,Lycee Le Kef,0.0,LBC,2024,Bac Sciences,1-LBC-2,1-LBC-2,1,F,TUNISIENNE,1,External,Admis(e),12.18,-1.0,Le Kef
ID2287,2002,Tunis,2021,Lycee Medenine,0.0,LBC,2021,Bac Math,2-LBC-1,2-LBC-1,2,M,TUNISIENNE,2,1-LBC-4,Admis(e) - Bien,13.98,-1.0,Médenine
ID2288,2000,Kef,2019,Lycee Kef,0.0,MDSI,2023,Bac Sciences,2-DSI-A3-1,2-DSI-A3-1,2,F,TUNISIENNE,5,1DSI-AS2-1,Admis(e) - Bien,10.39,53.65,Le Kef
ID2289,2001,Tunis,2021,Lycee Mourouj 4,3.0,BA,2021,Bac Math,1-BA-8,1-BA-8,1,M,TUNISIENNE,4,3-LBC-BI-2,Admis(e) - Bien,10.0,-1.0,Tunis
ID2290,2002,Bizerte,2023,Lycee Bizerte,0.0,LSG,2023,Bac Economie,2-LSG-2,2-LSG-2,2,F,TUNISIENNE,2,1-LSG-2,Admis(e) - Passable,10.02,-1.0,Bizerte
ID2291,2002,Tunis,2022,Lycee Tunis,0.0,LBC,2022,Bac Informatique,3LBC-BIS-1,3LBC-BIS-1,3,M,TUNISIENNE,3,2-LBC-BIS6,Admis(e) - Passable,10.0,-1.0,Tunis
ID2292,2004,Tunis,2023,Lycee Sadiki Tunis,0.0,LBC,2023,Bac Economie,1-LBC-1,1-LBC-1,1,M,TUNISIENNE,1,1-LBC-1,Redouble,10.14,-1.0,Tunis
ID2293,2004,Tunis,2023,Lycee Riadh Ennasr Ariana,0.0,LBC,2023,Bac Economie,2-LBC-7,2-LBC-7,2,M,TUNISIENNE,2,1-LBC-10,Admis(e) - Passable,9.47,-1.0,Ariana
ID2294,1999,Manzel Bou Zelfa Nabeul,2021,Lycee Manzel Bouzelfa,3.0,BA,2024,Bac Economie,1-BA-3,1-BA-3,1,M,TUNISIENNE,4,External,Admis(e),10.02,-1.0,Nabeul
ID2295,2003,Tunis,2022,Lycee Tunis,0.0,LSG,2023,Bac Economie,2-LSG-6,2-LSG-6,2,F,TUNISIENNE,2,1-LSG-6,Admis(e) - Passable,13.1,-1.0,Ariana
ID2296,2004,Tabarka,2023,Lycee Tabarka,0.0,LBC,2023,Bac Economie,2-LBC-4,2-LBC-4,2,F,TUNISIENNE,2,1-LBC-7,Admis(e) - Bien,10.17,-1.0,Jendouba
ID2297,2005,Ghomrassen,2024,Lycee 2 Mars 1934 Ghomrassen,0.0,LBC,2024,Bac Sciences,1-LBC-9,1-LBC-9,1,F,TUNISIENNE,1,External,Admis(e),10.64,-1.0,Tataouine
ID2298,2001,Chorfech,2021,Lycee Sidi Thabet,3.0,BA,2024,Bac Economie,1-BA-4,1-BA-4,1,F,TUNISIENNE,4,External,Admis(e),11.0,-1.0,Ariana
ID2299,2002,Gabès,2022,Lycee Abou Loubeba,0.0,LSG,2024,Bac Sciences,1-LSG-4,1-LSG-4,1,M,TUNISIENNE,1,External,Admis(e),10.8,-1.0,Gabès
ID2300,2003,Carthage,2022,Lycee Tunis,0.0,LBC,2022,Bac Math,3-LBC-BI-4,3-LBC-BI-4,3,F,TUNISIENNE,3,2-LBC-BI-3,Admis(e) - Bien,12.32,-1.0,Tunis
ID2301,2004,Tunis,2023,Lycee Tunis,0.0,LBC,2023,Bac Economie,2-LBC-8,2-LBC-8,2,F,TUNISIENNE,2,1-LBC-11,Admis(e) - Passable,10.77,-1.0,Tunis
ID2302,2003,Tunis,2022,Lycee Oued Ellil,0.0,LBC,2023,Bac Sciences,2-LBC-4,2-LBC-4,2,M,TUNISIENNE,2,1-LBC-7,Admis(e) - Bien,11.62,-1.0,La Manouba
ID2303,2001,Siliana,2020,Lycee Siliana,3.0,CCA,2023,Bac Sciences,2-MCCA-1,2-MCCA-1,2,F,TUNISIENNE,5,1-MCCA-1,Admis(e),10.6,-1.0,Siliana
ID2304,2002,Marsa,2022,Lycee Ben Arous,0.0,LBC,2022,Bac Economie,3LBC-BIS-6,3LBC-BIS-6,3,M,TUNISIENNE,3,2-LBC-BIS6,Admis(e),10.44,-1.0,Ben Arous
ID2305,2004,Tunis,2022,Lycee Menzah 1,0.0,LBC,2023,Bac Sciences,2-LBC-11,2-LBC-11,2,F,TUNISIENNE,2,1-LBC-1,Admis(e) - Bien,12.88,-1.0,Ariana
ID2306,2004,Tunis,2022,Lycee Tunis 2,0.0,LBC,2022,Bac Economie,3LBC-BIS-3,3LBC-BIS-3,3,F,TUNISIENNE,3,2-LBC-BIS3,Admis(e),11.09,-1.0,Tunis
ID2307,2003,Tunis,2024,Lycee Tunis,0.0,LBC,2024,Bac Economie,1-LBC-10,1-LBC-10,1,M,TUNISIENNE,1,External,Admis(e),11.97,-1.0,Tunis
ID2308,2004,Manouba,2023,Lycee Taha Hassine Megrine,0.0,LSG,2023,Bac Economie,2-LSG-6,2-LSG-6,2,F,TUNISIENNE,2,1-LSG-6,Admis(e) - Passable,11.84,-1.0,Ben Arous
ID2309,1999,Sfax,2019,Lycee Kheireddine Becha Ariana,3.0,BA,2024,Bac Sciences,1-BA-5,1-BA-5,1,F,TUNISIENNE,4,External,Admis(e),11.14,-1.0,Ariana
ID2310,1997,Kairouan,2017,Lycee Kairouan,0.0,LBC,2017,Bac Sciences,3-LBC-BI-1,3-LBC-BI-1,3,F,TUNISIENNE,3,2-LBC-BI-1,Admis(e) - Passable,10.14,-1.0,Kairouan
ID2311,2001,Kairouan,2021,Lycee Kairouan,0.0,LSG,2021,Bac Sciences,3-LSG-1,3-LSG-1,3,F,TUNISIENNE,3,2-LSG-1,Admis(e),9.6,-1.0,Kairouan
ID2312,2007,Tunis,2024,Lycee Ariana,0.0,LSG,2024,Bac Economie,1-LSG-4,1-LSG-4,1,M,TUNISIENNE,1,External,Admis(e),11.92,-1.0,Ariana
ID2313,2004,Tunis,2024,Lycee Secondare Pere Blanc,0.0,LBC,2024,Bac Economie,1-LBC-9,1-LBC-9,1,M,TUNISIENNE,1,External,Admis(e),10.38,-1.0,Ariana
ID2314,2001,Menzah 6,2020,Lycee Menzah 1,3.0,BA,2023,Bac Economie,2-BA-6,2-BA-6,2,F,TUNISIENNE,5,1-BA-6,Admis(e) - Passable,9.51,-1.0,Ariana
ID2315,1997,"Fouchana , Ben Arous",2016,Lycee Amal Fouchana,3.0,BA,2023,Bac Technique,2-BA-2,2-BA-2,2,M,TUNISIENNE,5,1-BA-2,Admis(e) - Bien,11.17,-1.0,Ariana
ID2316,2004,Tunis Ville,2023,Lycee De Bardo,0.0,LBC,2023,Bac Technique,2-LBC-8,2-LBC-8,2,F,TUNISIENNE,2,1-LBC-11,Admis(e) - Passable,10.42,-1.0,Tunis
ID2317,2005,La Marsa,2024,Lycee Laouina,0.0,LBC,2024,Bac Economie,1-LBC-12,1-LBC-12,1,M,TUNISIENNE,1,External,Admis(e),10.93,-1.0,Tunis
ID2318,1998,Tunis,2017,Lycee Cite Ghazella,3.0,MDSI,2024,Bac Sciences,1-MDSI-2,1-MDSI-2,1,F,TUNISIENNE,4,External,Admis(e),11.0,-1.0,Ariana
ID2319,2003,Tunis,2022,Lycee Menzah 6,0.0,LBC,2022,Bac Economie,3-LBC-BI-2,3-LBC-BI-2,3,M,TUNISIENNE,3,2-LBC-BI-2,Admis(e),11.38,-1.0,Ariana
ID2320,1999,La Marsa,2019,Lycee Carthage Dermeche,3.0,CCA,2023,Bac Economie,2-MCCA-1,2-MCCA-1,2,M,TUNISIENNE,5,1-MCCA-1,Admis(e) - Bien,9.69,-1.0,Tunis
ID2321,1999,Kairouan,2019,Lycee Pilote Privee Carthage,3.0,BA,2024,Bac Economie,1-BA-6,1-BA-6,4,M,TUNISIENNE,4,External,Admis(e),9.84,-1.0,Kairouan
ID2322,2003,L'Aouina,2022,Lycee Tunis,0.0,LSG,2022,Bac Economie,3-LSC-2,3-LSC-2,3,M,TUNISIENNE,3,2-LSC-2,Admis(e) - Bien,13.83,-1.0,Tunis
ID2323,2001,Ezzahra,2021,Lycee Ibn Rachik Ezzahra,3.0,MDSI,2024,Bac Informatique,1-MDSI-2,1-MDSI-2,1,F,TUNISIENNE,4,External,Admis(e),15.08,-1.0,Ben Arous
ID2324,2001,Manzel Bourguiba,2022,Lycee Carthage Dermech,0.0,LBC,2022,Bac Economie,3-LBC-BI-2,3-LBC-BI-2,3,M,TUNISIENNE,3,2-LBC-BI-3,Admis(e) - Passable,9.0,-1.0,Tunis
ID2325,2003,Maknassy,2024,Lycee Condidat Libre Monastir,0.0,LBC,2024,Bac Economie,1-LBC-9,1-LBC-9,1,M,TUNISIENNE,1,External,Admis(e),10.32,-1.0,Monastir
ID2326,2003,Tunis,2022,Lycee Ariana,0.0,LSG,2022,Bac Economie,3-LSG-5,3-LSG-5,3,F,TUNISIENNE,3,2-LSG-5,Admis(e) - Passable,11.48,-1.0,Ariana
ID2327,2000,Tunis,2019,Lycee El Mourouj 1,3.0,MDSI,2024,Bac Economie,1-MDSI-3,1-MDSI-3,1,M,TUNISIENNE,4,External,Admis(e),12.92,-1.0,Ben Arous
ID2328,2004,Bizerte,2023,Lycee Bizerte,0.0,LBC,2023,Bac Economie,2-LBC-10,2-LBC-10,2,F,TUNISIENNE,2,1-LBC-13,Admis(e) - Passable,12.19,-1.0,Bizerte
ID2329,1997,Korba,2017,Lycee 2Mars Korba,3.0,BA,2024,Bac Economie,1-BA-2,1-BA-2,4,F,TUNISIENNE,4,External,Admis(e),10.0,-1.0,Nabeul
ID2330,2005,Tunis,2024,Lycee Tunis,0.0,LSG,2024,Bac Economie,1-LSG-5,1-LSG-5,1,M,TUNISIENNE,1,External,Admis(e),12.39,-1.0,Tunis
ID2331,2001,Beja,2021,Lycee Beja,0.0,LBC,2023,Bac Economie,2-LBC-9,2-LBC-9,2,F,TUNISIENNE,2,1-LBC-12,Admis(e),10.76,-1.0,Béja
ID2332,2003,Ben Arous,2023,Lycee Mégrine,0.0,LBC,2023,Bac Economie,2-LBC-10,2-LBC-10,2,M,TUNISIENNE,2,1-LBC-13,Admis(e) - Missing credits,9.65,-1.0,Ben Arous
ID2333,2003,Abu Dhabi,2021,Lycee Abu Dhabi,0.0,LBC,2021,Bac Math,1-LBC-3,1-LBC-3,1,M,TUNISIENNE,1,1-LBC-1,Exclu(e),19.34,-1.0,Tunis
ID2334,2005,"Abu Dhabi, United Arab Emirates",2022,Lycee Abu Dhabi,0.0,LBC,2022,Bac Math,3LBC-BIS-7,3LBC-BIS-7,3,M,TUNISIENNE,3,2-LBC-BIS8,Admis(e) - Passable,19.22,-1.0,Tunis
ID2335,2003,Bizerte,2022,Lycee Bizerte,0.0,LBC,2022,Bac Informatique,3-LBC-BI-2,3-LBC-BI-2,3,M,TUNISIENNE,3,2-LBC-BI-3,Admis(e) - Passable,11.65,-1.0,Bizerte
ID2336,2000,La Marsa,2021,Lycee Manouba,0.0,LSG,2021,Bac Economie,3-LSG-4,3-LSG-4,3,F,TUNISIENNE,3,2-LSG-4,Admis(e) - Bien,11.32,-1.0,La Manouba
ID2337,2001,Beni Khiar,2020,Lycee Nabeul,3.0,MKD,2023,Bac Technique,2-MKD-1,2-MKD-1,2,M,TUNISIENNE,5,1-MKD-1,Admis(e) - Bien,10.88,-1.0,Nabeul
ID2338,2003,Arabi Saoudite,2021,Lycee Ariana,3.0,MDSI,2024,Bac Economie,1-MDSI-2,1-MDSI-2,1,M,TUNISIENNE,4,External,Admis(e),14.02,-1.0,Tunis
ID2339,2000,Sfax,2019,Lycee Bizerte,3.0,BA,2021,Bac Informatique,1-BA-1,1-BA-1,1,M,TUNISIENNE,4,External,Admis(e),9.08,-1.0,Bizerte
ID2340,2000,Tunis,2021,Lycee Tunis,3.0,BA,2021,Bac Sciences,1-BA-5,1-BA-5,1,M,TUNISIENNE,4,3-LSG-6,Admis(e) - Passable,11.0,-1.0,Tunis
ID2341,2005,Medine El Jadida,2024,Lycee Cité Salem Boumhal,0.0,LSG,2024,Bac Economie,1-LSG-2,1-LSG-2,1,F,TUNISIENNE,1,External,Admis(e),10.58,-1.0,Ben Arous
ID2342,2002,Tunis,2022,Lycee Ibn Rachik Ezzahra,0.0,LSG,2024,Bac Sciences,1-LSG-7,1-LSG-7,1,M,TUNISIENNE,1,External,Admis(e),10.63,-1.0,Ben Arous
ID2343,2000,Tunis,2019,Lycee Menzah 9,3.0,BA,2021,Bac Math,1-BA-1,1-BA-1,1,M,TUNISIENNE,4,External,Admis(e),11.34,-1.0,Ariana
ID2344,1996,Rades,2015,Lycee Boumhel,3.0,MDSI,2023,Bac Economie,2-MDSI-1,2-MDSI-1,2,M,TUNISIENNE,5,1-MDSI-1,Admis(e) - Bien,9.26,-1.0,Ben Arous
ID2345,2004,La Marsa,2024,Lycee La Marsa,0.0,LSG,2024,Bac Sciences,1-LSG-4,1-LSG-4,1,F,TUNISIENNE,1,External,Admis(e),10.78,-1.0,Tunis
ID2346,2002,La Marsa,2021,Lycee Carthage,0.0,LBC,2023,Bac Economie,2-LBC-3,2-LBC-3,2,M,TUNISIENNE,2,1-LBC-6,Admis(e) - Missing credits,13.28,-1.0,Tunis
ID2347,2002,Tunisie,2023,Lycee Morneg,0.0,LSG,2023,Bac Economie,2-LSC-2,2-LSC-2,2,F,TUNISIENNE,2,1-LSG-4,Admis(e) - Passable,9.75,-1.0,Ben Arous
ID2348,2001,Tunis,2021,Lycee Ennaser,3.0,BA,2021,Bac Economie,1-BA-6,1-BA-6,1,M,TUNISIENNE,4,3LBC-BIS-3,Admis(e),10.0,-1.0,Tunis
ID2349,2002,Tunis,2022,Lycee Ariana,0.0,LSG,2022,Bac Economie,2-LSG-6,2-LSG-6,2,M,TUNISIENNE,2,1-LSG-6,Admis(e),9.86,-1.0,Ariana
ID2350,2002,Ezzahra,2022,Lycee Hammam Lif,0.0,LBC,2022,Bac Economie,3LBC-BIS-3,3LBC-BIS-3,3,F,TUNISIENNE,3,2-LBC-BIS3,Admis(e) - Passable,9.76,-1.0,Ariana
ID2351,2003,Kairouan,2023,Lycee Tunis,0.0,LBC,2024,Bac Economie,1-LBC-7,1-LBC-7,1,M,TUNISIENNE,1,External,Admis(e),10.46,-1.0,Tunis
ID2352,2001,Ariana,2020,Lycee Ariana,3.0,BA,2023,Bac Informatique,2-BA-6,2-BA-6,2,M,TUNISIENNE,5,1-BA-6,Admis(e) - Passable,10.1,-1.0,Ariana
ID2353,2005,Tunis,2024,Lycee Tunis,0.0,LBC,2024,Bac Informatique,1-LBC-10,1-LBC-10,1,F,TUNISIENNE,1,External,Admis(e),10.32,-1.0,Tunis
ID2354,1999,Tunis,2020,Lycee Privee El Amal Megrine,0.0,LSG,2024,Bac Economie,1-LSG-6,1-LSG-6,1,M,TUNISIENNE,1,External,Admis(e),9.45,-1.0,Ben Arous
ID2355,2005,Tunis,2023,Lycee Ennasr,0.0,LBC,2023,Bac Economie,2-LBC-12,2-LBC-12,2,F,TUNISIENNE,2,1-LBC-2,Admis(e) - Passable,11.43,-1.0,Ariana
